regime,sim_seed,init_seed,model,metric,value
mild,2037,125,AB5,RMSE,1.2577580722703823
mild,2037,125,AB5,MAE,1.0148475701471606
mild,2037,125,AB5,DA,0.4608433734939759
mild,2038,125,MPTE,RMSE,1.216178369894706
mild,2038,125,MPTE,MAE,0.9564897095511904
mild,2038,125,MPTE,DA,0.5843373493975904
mild,2038,125,AR,RMSE,1.2497326782672484
mild,2038,125,AR,MAE,0.9917872002128557
mild,2038,125,AR,DA,0.045180722891566265
mild,2038,125,MIDAS,RMSE,1.227932854309543
mild,2038,125,MIDAS,MAE,0.9676282831883569
mild,2038,125,MIDAS,DA,0.5813253012048193
mild,2038,125,AB1,RMSE,1.2442223618913193
mild,2038,125,AB1,MAE,0.9805811725488655
mild,2038,125,AB1,DA,0.5451807228915663
mild,2038,125,AB2,RMSE,1.2463756503317853
mild,2038,125,AB2,MAE,0.9949616039193397
mild,2038,125,AB2,DA,0.5572289156626506
mild,2038,125,AB3,RMSE,1.233931058651442
mild,2038,125,AB3,MAE,0.9717696538858871
mild,2038,125,AB3,DA,0.5632530120481928
mild,2038,125,AB4,RMSE,1.245678353919632
mild,2038,125,AB4,MAE,0.9929334271976802
mild,2038,125,AB4,DA,0.5632530120481928
mild,2038,125,AB5,RMSE,1.2238654763348187
mild,2038,125,AB5,MAE,0.985237402152836
mild,2038,125,AB5,DA,0.5933734939759037
mild,2039,125,MPTE,RMSE,1.2288465217584401
mild,2039,125,MPTE,MAE,0.9719945443131306
mild,2039,125,MPTE,DA,0.5662650602409639
mild,2039,125,AR,RMSE,1.3380321224663998
mild,2039,125,AR,MAE,1.0605370979819444
mild,2039,125,AR,DA,0.0391566265060241
mild,2039,125,MIDAS,RMSE,1.2401114604203565
mild,2039,125,MIDAS,MAE,1.0004006720917646
mild,2039,125,MIDAS,DA,0.5813253012048193
mild,2039,125,AB1,RMSE,1.2427619095672204
mild,2039,125,AB1,MAE,0.9845303848684501
mild,2039,125,AB1,DA,0.5873493975903614
mild,2039,125,AB2,RMSE,1.3941251226159692
mild,2039,125,AB2,MAE,1.1124597499298068
mild,2039,125,AB2,DA,0.46987951807228917
mild,2039,125,AB3,RMSE,1.2864093160347916
mild,2039,125,AB3,MAE,1.0093680717302047
mild,2039,125,AB3,DA,0.5421686746987951
mild,2039,125,AB4,RMSE,1.317116193839731
mild,2039,125,AB4,MAE,1.0419357671837468
mild,2039,125,AB4,DA,0.4939759036144578
mild,2039,125,AB5,RMSE,1.2325197409203734
mild,2039,125,AB5,MAE,0.9654343961033642
mild,2039,125,AB5,DA,0.4939759036144578
mild,2040,125,MPTE,RMSE,1.1442639260039231
mild,2040,125,MPTE,MAE,0.8912644678985809
mild,2040,125,MPTE,DA,0.5451807228915663
mild,2040,125,AR,RMSE,1.2085205275263997
mild,2040,125,AR,MAE,0.9337551032696555
mild,2040,125,AR,DA,0.07530120481927711
mild,2040,125,MIDAS,RMSE,1.1919594521200518
mild,2040,125,MIDAS,MAE,0.9243069860804809
mild,2040,125,MIDAS,DA,0.5602409638554217
mild,2040,125,AB1,RMSE,1.16036702775009
mild,2040,125,AB1,MAE,0.8866392564220018
mild,2040,125,AB1,DA,0.5813253012048193
mild,2040,125,AB2,RMSE,1.195900105204839
mild,2040,125,AB2,MAE,0.9267645190739575
mild,2040,125,AB2,DA,0.45481927710843373
mild,2040,125,AB3,RMSE,1.1607331106373262
mild,2040,125,AB3,MAE,0.9018641495862443
mild,2040,125,AB3,DA,0.5873493975903614
mild,2040,125,AB4,RMSE,1.2118958213165876
mild,2040,125,AB4,MAE,0.9391081417285396
mild,2040,125,AB4,DA,0.4367469879518072
mild,2040,125,AB5,RMSE,1.1481217049144585
mild,2040,125,AB5,MAE,0.8904764171570207
mild,2040,125,AB5,DA,0.5692771084337349
mild,2041,125,MPTE,RMSE,1.1209897533583497
mild,2041,125,MPTE,MAE,0.8941021041279796
mild,2041,125,MPTE,DA,0.5512048192771084
mild,2041,125,AR,RMSE,1.2829712510493052
mild,2041,125,AR,MAE,1.0300883905481106
mild,2041,125,AR,DA,0.060240963855421686
mild,2041,125,MIDAS,RMSE,1.1812141614931047
mild,2041,125,MIDAS,MAE,0.9253459284753855
mild,2041,125,MIDAS,DA,0.5180722891566265
mild,2041,125,AB1,RMSE,1.1568689804939072
mild,2041,125,AB1,MAE,0.8997056999036862
mild,2041,125,AB1,DA,0.536144578313253
mild,2041,125,AB2,RMSE,1.275836340597314
mild,2041,125,AB2,MAE,1.022849246723093
mild,2041,125,AB2,DA,0.5662650602409639
mild,2041,125,AB3,RMSE,1.145782517132951
mild,2041,125,AB3,MAE,0.9167157619048443
mild,2041,125,AB3,DA,0.5542168674698795
mild,2041,125,AB4,RMSE,1.2268389558538801
mild,2041,125,AB4,MAE,0.9637800584262873
mild,2041,125,AB4,DA,0.46686746987951805
mild,2041,125,AB5,RMSE,1.196134046597721
mild,2041,125,AB5,MAE,0.955149303617972
mild,2041,125,AB5,DA,0.39156626506024095
mild,2042,125,MPTE,RMSE,1.1667722338298774
mild,2042,125,MPTE,MAE,0.9245082248581453
mild,2042,125,MPTE,DA,0.6656626506024096
mild,2042,125,AR,RMSE,1.3012661507768193
mild,2042,125,AR,MAE,1.0425757049586286
mild,2042,125,AR,DA,0.030120481927710843
mild,2042,125,MIDAS,RMSE,1.207665345916478
mild,2042,125,MIDAS,MAE,0.9601595750521175
mild,2042,125,MIDAS,DA,0.6506024096385542
mild,2042,125,AB1,RMSE,1.1829523725765083
mild,2042,125,AB1,MAE,0.9368081155626273
mild,2042,125,AB1,DA,0.6596385542168675
mild,2042,125,AB2,RMSE,1.3086269097269678
mild,2042,125,AB2,MAE,1.0482636404126267
mild,2042,125,AB2,DA,0.5783132530120482
mild,2042,125,AB3,RMSE,1.1446884706580256
mild,2042,125,AB3,MAE,0.9077945641529809
mild,2042,125,AB3,DA,0.6867469879518072
mild,2042,125,AB4,RMSE,1.311342525853391
mild,2042,125,AB4,MAE,1.0385088732155607
mild,2042,125,AB4,DA,0.5662650602409639
mild,2042,125,AB5,RMSE,1.1357818789570524
mild,2042,125,AB5,MAE,0.8983265175937486
mild,2042,125,AB5,DA,0.7018072289156626
mild,2043,125,MPTE,RMSE,0.9613398932077698
mild,2043,125,MPTE,MAE,0.7576720177014449
mild,2043,125,MPTE,DA,0.6234939759036144
mild,2043,125,AR,RMSE,1.0091718002841361
mild,2043,125,AR,MAE,0.7927946899444654
mild,2043,125,AR,DA,0.0030120481927710845
mild,2043,125,MIDAS,RMSE,1.08518796907929
mild,2043,125,MIDAS,MAE,0.8624120932015401
mild,2043,125,MIDAS,DA,0.4608433734939759
mild,2043,125,AB1,RMSE,1.040056306098574
mild,2043,125,AB1,MAE,0.8287964359594927
mild,2043,125,AB1,DA,0.5753012048192772
mild,2043,125,AB2,RMSE,1.0049884163170395
mild,2043,125,AB2,MAE,0.7837958568802131
mild,2043,125,AB2,DA,0.4307228915662651
mild,2043,125,AB3,RMSE,0.9689337719010854
mild,2043,125,AB3,MAE,0.7681994232246768
mild,2043,125,AB3,DA,0.6566265060240963
mild,2043,125,AB4,RMSE,1.004980986647315
mild,2043,125,AB4,MAE,0.7838047084147631
mild,2043,125,AB4,DA,0.46987951807228917
mild,2043,125,AB5,RMSE,0.9582597263362487
mild,2043,125,AB5,MAE,0.7526207516562664
mild,2043,125,AB5,DA,0.6355421686746988
mild,2044,125,MPTE,RMSE,1.3680959830785293
mild,2044,125,MPTE,MAE,1.0961987108855662
mild,2044,125,MPTE,DA,0.5813253012048193
mild,2044,125,AR,RMSE,1.5057510094969637
mild,2044,125,AR,MAE,1.2003874737451952
mild,2044,125,AR,DA,0.030120481927710843
mild,2044,125,MIDAS,RMSE,1.412825122084735
mild,2044,125,MIDAS,MAE,1.1080206867733307
mild,2044,125,MIDAS,DA,0.5391566265060241
mild,2044,125,AB1,RMSE,1.397213328910781
mild,2044,125,AB1,MAE,1.1170644284920437
mild,2044,125,AB1,DA,0.5933734939759037
mild,2044,125,AB2,RMSE,1.4720078088882573
mild,2044,125,AB2,MAE,1.1698263751396392
mild,2044,125,AB2,DA,0.5512048192771084
mild,2044,125,AB3,RMSE,1.4019108090606964
mild,2044,125,AB3,MAE,1.1098413733189634
mild,2044,125,AB3,DA,0.572289156626506
mild,2044,125,AB4,RMSE,1.503073196508468
mild,2044,125,AB4,MAE,1.1995097414259082
mild,2044,125,AB4,DA,0.4789156626506024
mild,2044,125,AB5,RMSE,1.4004257758745784
mild,2044,125,AB5,MAE,1.1001497167094374
mild,2044,125,AB5,DA,0.5481927710843374
mild,2045,125,MPTE,RMSE,1.492833769566348
mild,2045,125,MPTE,MAE,1.2012229208748493
mild,2045,125,MPTE,DA,0.6596385542168675
mild,2045,125,AR,RMSE,1.5781684032707237
mild,2045,125,AR,MAE,1.277671294499366
mild,2045,125,AR,DA,0.03313253012048193
mild,2045,125,MIDAS,RMSE,1.5639245179093582
mild,2045,125,MIDAS,MAE,1.2555761295085346
mild,2045,125,MIDAS,DA,0.6234939759036144
mild,2045,125,AB1,RMSE,1.4973473760767677
mild,2045,125,AB1,MAE,1.1994467454539814
mild,2045,125,AB1,DA,0.6596385542168675
mild,2045,125,AB2,RMSE,1.4931995397750124
mild,2045,125,AB2,MAE,1.1989904924253085
mild,2045,125,AB2,DA,0.677710843373494
mild,2045,125,AB3,RMSE,1.5096980170573149
mild,2045,125,AB3,MAE,1.2153107982189222
mild,2045,125,AB3,DA,0.6355421686746988
mild,2045,125,AB4,RMSE,1.5901215811771061
mild,2045,125,AB4,MAE,1.283575009557986
mild,2045,125,AB4,DA,0.6445783132530121
mild,2045,125,AB5,RMSE,1.5324626581236425
mild,2045,125,AB5,MAE,1.2431408577771
mild,2045,125,AB5,DA,0.6626506024096386
mild,2046,125,MPTE,RMSE,1.2015828005025406
mild,2046,125,MPTE,MAE,0.9518237369087426
mild,2046,125,MPTE,DA,0.7469879518072289
mild,2046,125,AR,RMSE,1.4536765969598284
mild,2046,125,AR,MAE,1.14624797469315
mild,2046,125,AR,DA,0.4759036144578313
mild,2046,125,MIDAS,RMSE,1.438533433770783
mild,2046,125,MIDAS,MAE,1.1336819743681048
mild,2046,125,MIDAS,DA,0.5301204819277109
mild,2046,125,AB1,RMSE,1.2314228990741412
mild,2046,125,AB1,MAE,0.9681350011091207
mild,2046,125,AB1,DA,0.7409638554216867
mild,2046,125,AB2,RMSE,1.2063532686115395
mild,2046,125,AB2,MAE,0.9547075049864941
mild,2046,125,AB2,DA,0.7168674698795181
mild,2046,125,AB3,RMSE,1.2226854174251938
mild,2046,125,AB3,MAE,0.9862508881392624
mild,2046,125,AB3,DA,0.7198795180722891
mild,2046,125,AB4,RMSE,1.4318597482791362
mild,2046,125,AB4,MAE,1.124201964454029
mild,2046,125,AB4,DA,0.6325301204819277
mild,2046,125,AB5,RMSE,1.2085493568425156
mild,2046,125,AB5,MAE,0.9644188639915416
mild,2046,125,AB5,DA,0.7560240963855421
mild,2047,125,MPTE,RMSE,0.9530450062976465
mild,2047,125,MPTE,MAE,0.7603881035258976
mild,2047,125,MPTE,DA,0.7078313253012049
mild,2047,125,AR,RMSE,1.0528882762118115
mild,2047,125,AR,MAE,0.8354010724906409
mild,2047,125,AR,DA,0.045180722891566265
mild,2047,125,MIDAS,RMSE,1.1035984655194286
mild,2047,125,MIDAS,MAE,0.8722022424579511
mild,2047,125,MIDAS,DA,0.572289156626506
mild,2047,125,AB1,RMSE,0.9884533575733181
mild,2047,125,AB1,MAE,0.7795786811949784
mild,2047,125,AB1,DA,0.6536144578313253
mild,2047,125,AB2,RMSE,1.0583979003939703
mild,2047,125,AB2,MAE,0.83843497804839
mild,2047,125,AB2,DA,0.4578313253012048
mild,2047,125,AB3,RMSE,1.000768986237989
mild,2047,125,AB3,MAE,0.7875506210390322
mild,2047,125,AB3,DA,0.6114457831325302
mild,2047,125,AB4,RMSE,1.0496622285217447
mild,2047,125,AB4,MAE,0.8350058816279463
mild,2047,125,AB4,DA,0.5090361445783133
mild,2047,125,AB5,RMSE,0.9693646504035361
mild,2047,125,AB5,MAE,0.7611907124541307
mild,2047,125,AB5,DA,0.6837349397590361
mild,2048,125,MPTE,RMSE,1.3297797539944516
mild,2048,125,MPTE,MAE,1.0860364709610397
mild,2048,125,MPTE,DA,0.5331325301204819
mild,2048,125,AR,RMSE,1.3708592036306309
mild,2048,125,AR,MAE,1.124933380265751
mild,2048,125,AR,DA,0.0572289156626506
mild,2048,125,MIDAS,RMSE,1.2683396274869079
mild,2048,125,MIDAS,MAE,0.9957066699972648
mild,2048,125,MIDAS,DA,0.6355421686746988
mild,2048,125,AB1,RMSE,1.3274657222472468
mild,2048,125,AB1,MAE,1.064153021175961
mild,2048,125,AB1,DA,0.5481927710843374
mild,2048,125,AB2,RMSE,1.3649880191835262
mild,2048,125,AB2,MAE,1.1201450944223532
mild,2048,125,AB2,DA,0.4427710843373494
mild,2048,125,AB3,RMSE,1.2718166122799508
mild,2048,125,AB3,MAE,1.022303657031846
mild,2048,125,AB3,DA,0.608433734939759
mild,2048,125,AB4,RMSE,1.3643355866157414
mild,2048,125,AB4,MAE,1.115190709871617
mild,2048,125,AB4,DA,0.463855421686747
mild,2048,125,AB5,RMSE,1.3437993816057439
mild,2048,125,AB5,MAE,1.0975357183474632
mild,2048,125,AB5,DA,0.49698795180722893
mild,2049,125,MPTE,RMSE,1.48609899211358
mild,2049,125,MPTE,MAE,1.1554276808837265
mild,2049,125,MPTE,DA,0.5813253012048193
mild,2049,125,AR,RMSE,1.7498974803137024
mild,2049,125,AR,MAE,1.3981016030166782
mild,2049,125,AR,DA,0.28313253012048195
mild,2049,125,MIDAS,RMSE,1.5544432019297592
mild,2049,125,MIDAS,MAE,1.2159586073076192
mild,2049,125,MIDAS,DA,0.5120481927710844
mild,2049,125,AB1,RMSE,1.5148131551274595
mild,2049,125,AB1,MAE,1.154419900653924
mild,2049,125,AB1,DA,0.5843373493975904
mild,2049,125,AB2,RMSE,1.7311066987358605
mild,2049,125,AB2,MAE,1.3773763693736158
mild,2049,125,AB2,DA,0.4578313253012048
mild,2049,125,AB3,RMSE,1.5186242590077947
mild,2049,125,AB3,MAE,1.2039196614191272
mild,2049,125,AB3,DA,0.6204819277108434
mild,2049,125,AB4,RMSE,1.608355735419284
mild,2049,125,AB4,MAE,1.246006648658588
mild,2049,125,AB4,DA,0.4367469879518072
mild,2049,125,AB5,RMSE,1.4948122864807198
mild,2049,125,AB5,MAE,1.1710071634922568
mild,2049,125,AB5,DA,0.6325301204819277
mild,2050,125,MPTE,RMSE,1.2044647915943794
mild,2050,125,MPTE,MAE,0.9483241199941349
mild,2050,125,MPTE,DA,0.6445783132530121
mild,2050,125,AR,RMSE,1.287546478395503
mild,2050,125,AR,MAE,1.0283248224764447
mild,2050,125,AR,DA,0.03313253012048193
mild,2050,125,MIDAS,RMSE,1.2941402007827387
mild,2050,125,MIDAS,MAE,1.029608491853978
mild,2050,125,MIDAS,DA,0.5933734939759037
mild,2050,125,AB1,RMSE,1.2595771111298144
mild,2050,125,AB1,MAE,1.0085042995333562
mild,2050,125,AB1,DA,0.6385542168674698
mild,2050,125,AB2,RMSE,1.2364910598526553
mild,2050,125,AB2,MAE,0.982088989722271
mild,2050,125,AB2,DA,0.6475903614457831
mild,2050,125,AB3,RMSE,1.2429247348999697
mild,2050,125,AB3,MAE,0.9798756768170143
mild,2050,125,AB3,DA,0.6596385542168675
mild,2050,125,AB4,RMSE,1.2618515138194586
mild,2050,125,AB4,MAE,1.0116124227433942
mild,2050,125,AB4,DA,0.6716867469879518
mild,2050,125,AB5,RMSE,1.2212370478467756
mild,2050,125,AB5,MAE,0.9609519613103662
mild,2050,125,AB5,DA,0.6686746987951807
mild,2051,125,MPTE,RMSE,1.103647411630938
mild,2051,125,MPTE,MAE,0.9045518551523174
mild,2051,125,MPTE,DA,0.4759036144578313
mild,2051,125,AR,RMSE,1.1003310861939901
mild,2051,125,AR,MAE,0.8981422527965818
mild,2051,125,AR,DA,0.02710843373493976
mild,2051,125,MIDAS,RMSE,1.1813964753206652
mild,2051,125,MIDAS,MAE,0.9632430280415353
mild,2051,125,MIDAS,DA,0.46987951807228917
mild,2051,125,AB1,RMSE,1.0685274427431788
mild,2051,125,AB1,MAE,0.8539982716851531
mild,2051,125,AB1,DA,0.5903614457831325
mild,2051,125,AB2,RMSE,1.104525167008435
mild,2051,125,AB2,MAE,0.9054420646948044
mild,2051,125,AB2,DA,0.4939759036144578
mild,2051,125,AB5,RMSE,1.0300081941891908
mild,2051,125,AB5,MAE,0.8354689214845107
mild,2051,125,AB5,DA,0.6054216867469879
mild,2052,125,MPTE,RMSE,1.154201661590439
mild,2052,125,MPTE,MAE,0.9123243749819777
mild,2052,125,MPTE,DA,0.6475903614457831
mild,2052,125,AR,RMSE,1.2253841981549771
mild,2052,125,AR,MAE,0.9721327667756419
mild,2052,125,AR,DA,0.09337349397590361
mild,2052,125,MIDAS,RMSE,1.211995819490404
mild,2052,125,MIDAS,MAE,0.9734315856476127
mild,2052,125,MIDAS,DA,0.5150602409638554
mild,2052,125,AB1,RMSE,1.1489981360508459
mild,2052,125,AB1,MAE,0.9195553045244422
mild,2052,125,AB1,DA,0.6626506024096386
mild,2052,125,AB2,RMSE,1.2244988161610793
mild,2052,125,AB2,MAE,0.9712507763327054
mild,2052,125,AB2,DA,0.5090361445783133
mild,2052,125,AB3,RMSE,1.1967876027680258
mild,2052,125,AB3,MAE,0.9362705406542916
mild,2052,125,AB3,DA,0.6355421686746988
mild,2052,125,AB4,RMSE,1.2068849281067293
mild,2052,125,AB4,MAE,0.966647166672657
mild,2052,125,AB4,DA,0.5271084337349398
mild,2052,125,AB5,RMSE,1.1610168120780184
mild,2052,125,AB5,MAE,0.9304121346023295
mild,2052,125,AB5,DA,0.6355421686746988
mild,2053,125,MPTE,RMSE,1.3401332691688776
mild,2053,125,MPTE,MAE,1.0605802431943454
mild,2053,125,MPTE,DA,0.5542168674698795
mild,2053,125,AR,RMSE,1.4912930145389327
mild,2053,125,AR,MAE,1.2014915029536872
mild,2053,125,AR,DA,0.03614457831325301
mild,2053,125,MIDAS,RMSE,1.4079715007977514
mild,2053,125,MIDAS,MAE,1.1580351744374577
mild,2053,125,MIDAS,DA,0.5542168674698795
mild,2053,125,AB1,RMSE,1.3663743805634285
mild,2053,125,AB1,MAE,1.0908923417721732
mild,2053,125,AB1,DA,0.5813253012048193
mild,2053,125,AB2,RMSE,1.3707156505347247
mild,2053,125,AB2,MAE,1.0987306776147974
mild,2053,125,AB2,DA,0.6114457831325302
mild,2053,125,AB3,RMSE,1.3363125748168045
mild,2053,125,AB3,MAE,1.0750238848148697
mild,2053,125,AB3,DA,0.5753012048192772
mild,2053,125,AB4,RMSE,1.4863645919066288
mild,2053,125,AB4,MAE,1.1949804341563148
mild,2053,125,AB4,DA,0.5060240963855421
mild,2053,125,AB5,RMSE,1.3433854687500753
mild,2053,125,AB5,MAE,1.0655438951525449
mild,2053,125,AB5,DA,0.5783132530120482
mild,2054,125,MPTE,RMSE,1.2321154277843844
mild,2054,125,MPTE,MAE,0.9948439510536616
mild,2054,125,MPTE,DA,0.6626506024096386
mild,2054,125,AR,RMSE,1.2750567432138713
mild,2054,125,AR,MAE,1.00164077742793
mild,2054,125,AR,DA,0.018072289156626505
mild,2054,125,MIDAS,RMSE,1.2990961780449128
mild,2054,125,MIDAS,MAE,1.0376277649230758
mild,2054,125,MIDAS,DA,0.536144578313253
mild,2054,125,AB1,RMSE,1.2538353889678024
mild,2054,125,AB1,MAE,0.9937610667771807
mild,2054,125,AB1,DA,0.6265060240963856
mild,2054,125,AB2,RMSE,1.2727172853822983
mild,2054,125,AB2,MAE,0.9937848675663898
mild,2054,125,AB2,DA,0.5150602409638554
mild,2054,125,AB3,RMSE,1.2273390790670466
mild,2054,125,AB3,MAE,0.9746672047597503
mild,2054,125,AB3,DA,0.5993975903614458
mild,2054,125,AB4,RMSE,1.2788824555060467
mild,2054,125,AB4,MAE,1.0115491022158103
mild,2054,125,AB4,DA,0.5331325301204819
mild,2054,125,AB5,RMSE,1.266565601084749
mild,2054,125,AB5,MAE,1.0034548641361891
mild,2054,125,AB5,DA,0.5813253012048193
mild,2055,125,MPTE,RMSE,1.2124141179645918
mild,2055,125,MPTE,MAE,0.9997830709023654
mild,2055,125,MPTE,DA,0.713855421686747
mild,2055,125,AR,RMSE,1.2605430608506893
mild,2055,125,AR,MAE,1.0293252177634893
mild,2055,125,AR,DA,0.04819277108433735
mild,2055,125,MIDAS,RMSE,1.262008365157011
mild,2055,125,MIDAS,MAE,1.0309829857715223
mild,2055,125,MIDAS,DA,0.5542168674698795
mild,2055,125,AB1,RMSE,1.1885596926478534
mild,2055,125,AB1,MAE,0.971853138174281
mild,2055,125,AB1,DA,0.6716867469879518
mild,2055,125,AB2,RMSE,1.2601172132789749
mild,2055,125,AB2,MAE,1.0288218311734865
mild,2055,125,AB2,DA,0.536144578313253
mild,2055,125,AB3,RMSE,1.1802033634081384
mild,2055,125,AB3,MAE,0.977780795383898
mild,2055,125,AB3,DA,0.7018072289156626
mild,2055,125,AB4,RMSE,1.2599500545816023
mild,2055,125,AB4,MAE,1.0287372220122155
mild,2055,125,AB4,DA,0.5240963855421686
mild,2055,125,AB5,RMSE,1.1595058806672907
mild,2055,125,AB5,MAE,0.9409706887302408
mild,2055,125,AB5,DA,0.677710843373494
mild,2056,125,MPTE,RMSE,1.3281194355554584
mild,2056,125,MPTE,MAE,1.0633427041807906
mild,2056,125,MPTE,DA,0.49096385542168675
mild,2056,125,AR,RMSE,1.4948796945118723
mild,2056,125,AR,MAE,1.1988141744109422
mild,2056,125,AR,DA,0.07228915662650602
mild,2056,125,MIDAS,RMSE,1.3833001573592008
mild,2056,125,MIDAS,MAE,1.0902169677223927
mild,2056,125,MIDAS,DA,0.5602409638554217
mild,2056,125,AB1,RMSE,1.3589751373705101
mild,2056,125,AB1,MAE,1.1001233833679955
mild,2056,125,AB1,DA,0.5271084337349398
mild,2056,125,AB2,RMSE,1.3259407808932413
mild,2056,125,AB2,MAE,1.0567852308964218
mild,2056,125,AB2,DA,0.5090361445783133
mild,2056,125,AB3,RMSE,1.3283143353452591
mild,2056,125,AB3,MAE,1.0565586265398528
mild,2056,125,AB3,DA,0.48493975903614456
mild,2056,125,AB4,RMSE,1.4181261215445677
mild,2056,125,AB4,MAE,1.1316304642045532
mild,2056,125,AB4,DA,0.47289156626506024
mild,2056,125,AB5,RMSE,1.3776895569167174
mild,2056,125,AB5,MAE,1.1069028632105535
mild,2056,125,AB5,DA,0.47289156626506024
mild,2057,125,MPTE,RMSE,1.331209636026894
mild,2057,125,MPTE,MAE,1.0639077111445816
mild,2057,125,MPTE,DA,0.5150602409638554
mild,2057,125,AR,RMSE,1.2991668777416996
mild,2057,125,AR,MAE,1.03729546374819
mild,2057,125,AR,DA,0.0
mild,2057,125,MIDAS,RMSE,1.3746377160362986
mild,2057,125,MIDAS,MAE,1.0982035873666562
mild,2057,125,MIDAS,DA,0.5090361445783133
mild,2057,125,AB1,RMSE,1.2993693346374975
mild,2057,125,AB1,MAE,1.0426045166404851
mild,2057,125,AB1,DA,0.5271084337349398
mild,2057,125,AB2,RMSE,1.30584605211764
mild,2057,125,AB2,MAE,1.046789488437365
mild,2057,125,AB2,DA,0.46987951807228917
mild,2057,125,AB3,RMSE,1.3135813780151513
mild,2057,125,AB3,MAE,1.0527964516008543
mild,2057,125,AB3,DA,0.4427710843373494
mild,2057,125,AB4,RMSE,1.3004129779564615
mild,2057,125,AB4,MAE,1.0395011052640786
mild,2057,125,AB4,DA,0.48493975903614456
mild,2057,125,AB5,RMSE,1.3337851324127938
mild,2057,125,AB5,MAE,1.0741939889267977
mild,2057,125,AB5,DA,0.4759036144578313
mild,2058,125,MPTE,RMSE,1.4122230548926646
mild,2058,125,MPTE,MAE,1.1469879527736535
mild,2058,125,MPTE,DA,0.5843373493975904
mild,2058,125,AR,RMSE,1.315376928256523
mild,2058,125,AR,MAE,1.0557150933224222
mild,2058,125,AR,DA,0.02108433734939759
mild,2058,125,MIDAS,RMSE,1.3105163946692102
mild,2058,125,MIDAS,MAE,1.0512664704222632
mild,2058,125,MIDAS,DA,0.5602409638554217
mild,2058,125,AB1,RMSE,1.2842159579093935
mild,2058,125,AB1,MAE,1.0332372203726288
mild,2058,125,AB1,DA,0.5391566265060241
mild,2058,125,AB2,RMSE,1.3218560332944687
mild,2058,125,AB2,MAE,1.0613272113882548
mild,2058,125,AB2,DA,0.5180722891566265
mild,2058,125,AB3,RMSE,1.2842687451341677
mild,2058,125,AB3,MAE,1.0333305205604963
mild,2058,125,AB3,DA,0.536144578313253
mild,2058,125,AB4,RMSE,1.3232643259387347
mild,2058,125,AB4,MAE,1.0648204431905737
mild,2058,125,AB4,DA,0.44879518072289154
mild,2058,125,AB5,RMSE,1.2719759558922918
mild,2058,125,AB5,MAE,1.0035945569772744
mild,2058,125,AB5,DA,0.5813253012048193
mild,2059,125,MPTE,RMSE,1.0679830478449153
mild,2059,125,MPTE,MAE,0.8463901142015665
mild,2059,125,MPTE,DA,0.6716867469879518
mild,2059,125,AR,RMSE,1.2651649992307632
mild,2059,125,AR,MAE,0.9790381799817695
mild,2059,125,AR,DA,0.060240963855421686
mild,2059,125,MIDAS,RMSE,1.140071505350052
mild,2059,125,MIDAS,MAE,0.9147294495746586
mild,2059,125,MIDAS,DA,0.5451807228915663
mild,2059,125,AB1,RMSE,1.1146714301362548
mild,2059,125,AB1,MAE,0.8712692692591664
mild,2059,125,AB1,DA,0.6506024096385542
mild,2059,125,AB2,RMSE,1.0520278585703666
mild,2059,125,AB2,MAE,0.8278056719662488
mild,2059,125,AB2,DA,0.6385542168674698
mild,2059,125,AB3,RMSE,1.100374682870955
mild,2059,125,AB3,MAE,0.8674823332217458
mild,2059,125,AB3,DA,0.6475903614457831
mild,2059,125,AB4,RMSE,1.139491046494625
mild,2059,125,AB4,MAE,0.8848365591548356
mild,2059,125,AB4,DA,0.5632530120481928
mild,2059,125,AB5,RMSE,1.1325373411453596
mild,2059,125,AB5,MAE,0.8884784514944709
mild,2059,125,AB5,DA,0.6475903614457831
mild,2060,125,MPTE,RMSE,1.2968776849148715
mild,2060,125,MPTE,MAE,1.0532902449345567
mild,2060,125,MPTE,DA,0.5421686746987951
mild,2060,125,AR,RMSE,1.5970223092988436
mild,2060,125,AR,MAE,1.3103654960392712
mild,2060,125,AR,DA,0.2620481927710843
mild,2060,125,MIDAS,RMSE,1.5140725533393056
mild,2060,125,MIDAS,MAE,1.2120615643419477
mild,2060,125,MIDAS,DA,0.5030120481927711
mild,2060,125,AB1,RMSE,1.2954955505168633
mild,2060,125,AB1,MAE,1.0528581548966547
mild,2060,125,AB1,DA,0.5813253012048193
mild,2060,125,AB2,RMSE,1.5973521191598694
mild,2060,125,AB2,MAE,1.3114116832219025
mild,2060,125,AB2,DA,0.463855421686747
mild,2060,125,AB3,RMSE,1.330206869776758
mild,2060,125,AB3,MAE,1.085680587805165
mild,2060,125,AB3,DA,0.5150602409638554
mild,2060,125,AB4,RMSE,1.5096909774620797
mild,2060,125,AB4,MAE,1.2269723470845937
mild,2060,125,AB4,DA,0.48493975903614456
mild,2060,125,AB5,RMSE,1.3038608020147993
mild,2060,125,AB5,MAE,1.0731312974910194
mild,2060,125,AB5,DA,0.5512048192771084
mild,2061,125,MPTE,RMSE,1.1295858039828486
mild,2061,125,MPTE,MAE,0.8954529554521214
mild,2061,125,MPTE,DA,0.7409638554216867
mild,2061,125,AR,RMSE,1.4186602490618934
mild,2061,125,AR,MAE,1.1190686215605825
mild,2061,125,AR,DA,0.06325301204819277
mild,2061,125,MIDAS,RMSE,1.4325498657597364
