gvkey,tic,datadate,rdq,epspxq,epsfiq,fyearq,fqtr
157855,CRM,2018-07-31,2018-08-29,0.4,0.39,2018,2
157855,CRM,2018-10-31,2018-11-27,0.14,0.13,2018,3
157855,CRM,2019-01-31,2019-03-04,0.47,0.46,2018,4
157855,CRM,2019-04-30,2019-06-04,0.51,0.49,2019,1
157855,CRM,2019-07-31,2019-08-22,0.12,0.11,2019,2
157855,CRM,2019-10-31,2019-12-03,-0.12,-0.12,2019,3
157855,CRM,2020-01-31,2020-02-25,-0.28,-0.28,2019,4
157855,CRM,2020-04-30,2020-05-28,0.11,0.11,2020,1
157855,CRM,2020-07-31,2020-08-25,2.9,2.85,2020,2
157855,CRM,2020-10-31,2020-12-01,1.19,1.15,2020,3
157855,CRM,2021-01-31,2021-02-25,0.29,0.28,2020,4
157855,CRM,2021-04-30,2021-05-27,0.51,0.5,2021,1
157855,CRM,2021-07-31,2021-08-25,0.57,0.56,2021,2
157855,CRM,2021-10-31,2021-11-30,0.48,0.47,2021,3
157855,CRM,2022-01-31,2022-03-01,-0.03,-0.03,2021,4
157855,CRM,2022-04-30,2022-05-31,0.03,0.03,2022,1
157855,CRM,2022-07-31,2022-08-24,0.07,0.07,2022,2
157855,CRM,2022-10-31,2022-11-30,0.21,0.21,2022,3
157855,CRM,2023-01-31,2023-03-01,-0.1,-0.1,2022,4
157855,CRM,2023-04-30,2023-05-31,0.2,0.2,2023,1
157855,CRM,2023-07-31,2023-08-30,1.3,1.28,2023,2
157855,CRM,2023-10-31,2023-11-29,1.26,1.25,2023,3
157855,CRM,2024-01-31,2024-02-28,1.49,1.47,2023,4
157855,CRM,2024-04-30,2024-05-29,1.58,1.56,2024,1
157855,CRM,2024-07-31,2024-08-28,1.48,1.47,2024,2
157855,CRM,2024-10-31,2024-12-03,1.6,1.58,2024,3
157855,CRM,2025-01-31,2025-02-26,1.78,1.75,2024,4
157855,CRM,2025-04-30,2025-05-28,1.61,1.59,2025,1
157855,CRM,2025-07-31,2025-09-03,1.97,1.96,2025,2
157855,CRM,2025-10-31,2025-12-03,2.2,2.19,2025,3
157855,CRM,2026-01-31,2026-02-25,2.08,2.07,2025,4
020779,CSCO,2014-01-31,2014-02-12,0.27,0.27,2014,2
020779,CSCO,2014-04-30,2014-05-14,0.42,0.42,2014,3
020779,CSCO,2014-07-31,2014-08-13,0.44,0.43,2014,4
020779,CSCO,2014-10-31,2014-11-12,0.36,0.35,2015,1
020779,CSCO,2015-01-31,2015-02-11,0.47,0.46,2015,2
020779,CSCO,2015-04-30,2015-05-13,0.48,0.47,2015,3
020779,CSCO,2015-07-31,2015-08-12,0.46,0.45,2015,4
020779,CSCO,2015-10-31,2015-11-12,0.48,0.48,2016,1
020779,CSCO,2016-01-31,2016-02-10,0.62,0.62,2016,2
020779,CSCO,2016-04-30,2016-05-18,0.47,0.46,2016,3
020779,CSCO,2016-07-31,2016-08-17,0.56,0.56,2016,4
020779,CSCO,2016-10-31,2016-11-16,0.46,0.46,2017,1
020779,CSCO,2017-01-31,2017-02-15,0.47,0.47,2017,2
020779,CSCO,2017-04-30,2017-05-17,0.5,0.5,2017,3
020779,CSCO,2017-07-31,2017-08-16,0.49,0.48,2017,4
020779,CSCO,2017-10-31,2017-11-15,0.48,0.48,2018,1
020779,CSCO,2018-01-31,2018-02-14,-1.78,-1.78,2018,2
020779,CSCO,2018-04-30,2018-05-16,0.56,0.56,2018,3
020779,CSCO,2018-07-31,2018-08-15,0.81,0.81,2018,4
020779,CSCO,2018-10-31,2018-11-14,0.78,0.77,2019,1
020779,CSCO,2019-01-31,2019-02-13,0.63,0.63,2019,2
020779,CSCO,2019-04-30,2019-05-15,0.7,0.69,2019,3
020779,CSCO,2019-07-31,2019-08-14,0.52,0.51,2019,4
020779,CSCO,2019-10-31,2019-11-13,0.69,0.68,2020,1
020779,CSCO,2020-01-31,2020-02-12,0.68,0.68,2020,2
020779,CSCO,2020-04-30,2020-05-13,0.66,0.65,2020,3
020779,CSCO,2020-07-31,2020-08-12,0.62,0.62,2020,4
020779,CSCO,2020-10-31,2020-11-12,0.51,0.51,2021,1
020779,CSCO,2021-01-31,2021-02-09,0.6,0.6,2021,2
020779,CSCO,2021-04-30,2021-05-19,0.68,0.68,2021,3
020779,CSCO,2021-07-31,2021-08-18,0.71,0.71,2021,4
020779,CSCO,2021-10-31,2021-11-17,0.71,0.7,2022,1
020779,CSCO,2022-01-31,2022-02-16,0.71,0.71,2022,2
020779,CSCO,2022-04-30,2022-05-18,0.73,0.73,2022,3
020779,CSCO,2022-07-31,2022-08-17,0.68,0.68,2022,4
020779,CSCO,2022-10-31,2022-11-16,0.65,0.65,2023,1
020779,CSCO,2023-01-31,2023-02-15,0.68,0.67,2023,2
020779,CSCO,2023-04-30,2023-05-17,0.79,0.78,2023,3
020779,CSCO,2023-07-31,2023-08-16,0.97,0.97,2023,4
020779,CSCO,2023-10-31,2023-11-15,0.9,0.89,2024,1
020779,CSCO,2024-01-31,2024-02-14,0.65,0.65,2024,2
020779,CSCO,2024-04-30,2024-05-15,0.47,0.46,2024,3
020779,CSCO,2024-07-31,2024-08-14,0.54,0.54,2024,4
020779,CSCO,2024-10-31,2024-11-13,0.68,0.68,2025,1
020779,CSCO,2025-01-31,2025-02-12,0.61,0.61,2025,2
020779,CSCO,2025-04-30,2025-05-14,0.63,0.62,2025,3
020779,CSCO,2025-07-31,2025-08-13,0.64,0.64,2025,4
020779,CSCO,2025-10-31,2025-11-12,0.72,0.72,2026,1
020779,CSCO,2026-01-31,2026-02-11,0.8,0.8,2026,2
002991,CVX,2014-03-31,2014-05-02,2.38,2.36,2014,1
002991,CVX,2014-06-30,2014-08-01,3.0,2.98,2014,2
002991,CVX,2014-09-30,2014-10-31,2.97,2.95,2014,3
002991,CVX,2014-12-31,2015-01-30,1.86,1.85,2014,4
002991,CVX,2015-03-31,2015-05-01,1.38,1.37,2015,1
002991,CVX,2015-06-30,2015-07-31,0.3,0.3,2015,2
002991,CVX,2015-09-30,2015-10-30,1.09,1.09,2015,3
002991,CVX,2015-12-31,2016-01-29,-0.31,-0.31,2015,4
002991,CVX,2016-03-31,2016-04-29,-0.39,-0.39,2016,1
002991,CVX,2016-06-30,2016-07-29,-0.78,-0.78,2016,2
002991,CVX,2016-09-30,2016-10-28,0.68,0.68,2016,3
002991,CVX,2016-12-31,2017-01-27,0.22,0.22,2016,4
002991,CVX,2017-03-31,2017-04-28,1.43,1.41,2017,1
002991,CVX,2017-06-30,2017-07-28,0.77,0.77,2017,2
002991,CVX,2017-09-30,2017-10-27,1.03,1.03,2017,3
002991,CVX,2017-12-31,2018-02-02,1.65,1.64,2017,4
002991,CVX,2018-03-31,2018-04-27,1.92,1.9,2018,1
002991,CVX,2018-06-30,2018-07-27,1.79,1.78,2018,2
002991,CVX,2018-09-30,2018-11-02,2.13,2.11,2018,3
002991,CVX,2018-12-31,2019-02-01,1.97,1.95,2018,4
002991,CVX,2019-03-31,2019-04-26,1.4,1.39,2019,1
002991,CVX,2019-06-30,2019-08-02,2.28,2.27,2019,2
002991,CVX,2019-09-30,2019-11-01,1.38,1.36,2019,3
002991,CVX,2019-12-31,2020-01-31,-3.51,-3.51,2019,4
002991,CVX,2020-03-31,2020-05-01,1.93,1.93,2020,1
002991,CVX,2020-06-30,2020-07-31,-4.44,-4.44,2020,2
002991,CVX,2020-09-30,2020-10-30,-0.12,-0.12,2020,3
002991,CVX,2020-12-31,2021-01-29,-0.33,-0.33,2020,4
002991,CVX,2021-03-31,2021-04-30,0.72,0.72,2021,1
002991,CVX,2021-06-30,2021-07-30,1.61,1.6,2021,2
002991,CVX,2021-09-30,2021-10-29,3.19,3.19,2021,3
002991,CVX,2021-12-31,2022-01-28,2.63,2.63,2021,4
002991,CVX,2022-03-31,2022-04-29,3.23,3.22,2022,1
002991,CVX,2022-06-30,2022-07-29,5.98,5.95,2022,2
002991,CVX,2022-09-30,2022-10-28,5.81,5.78,2022,3
002991,CVX,2022-12-31,2023-01-27,3.34,3.33,2022,4
002991,CVX,2023-03-31,2023-04-28,3.48,3.46,2023,1
002991,CVX,2023-06-30,2023-07-28,3.22,3.2,2023,2
002991,CVX,2023-09-30,2023-10-27,3.48,3.48,2023,3
002991,CVX,2023-12-31,2024-02-02,1.23,1.22,2023,4
002991,CVX,2024-03-31,2024-04-26,2.99,2.97,2024,1
002991,CVX,2024-06-30,2024-08-02,2.43,2.43,2024,2
002991,CVX,2024-09-30,2024-11-01,2.49,2.48,2024,3
002991,CVX,2024-12-31,2025-01-31,1.85,1.84,2024,4
002991,CVX,2025-03-31,2025-05-02,2.01,2.0,2025,1
002991,CVX,2025-06-30,2025-08-01,1.45,1.45,2025,2
002991,CVX,2025-09-30,2025-10-31,1.83,1.82,2025,3
002991,CVX,2025-12-31,2026-01-30,1.39,1.39,2025,4
003980,DIS,2014-03-31,2014-05-06,1.1,1.08,2014,2
003980,DIS,2014-06-30,2014-08-05,1.3,1.28,2014,3
003980,DIS,2014-09-30,2014-11-06,0.87,0.86,2014,4
003980,DIS,2014-12-31,2015-02-03,1.28,1.27,2015,1
003980,DIS,2015-03-31,2015-05-05,1.24,1.23,2015,2
003980,DIS,2015-06-30,2015-08-04,1.46,1.45,2015,3
003980,DIS,2015-09-30,2015-11-05,0.96,0.95,2015,4
003980,DIS,2015-12-31,2016-02-09,1.74,1.73,2016,1
003980,DIS,2016-03-31,2016-05-10,1.31,1.3,2016,2
003980,DIS,2016-06-30,2016-08-09,1.6,1.59,2016,3
003980,DIS,2016-09-30,2016-11-10,1.1,1.1,2016,4
003980,DIS,2016-12-31,2017-02-07,1.56,1.55,2017,1
003980,DIS,2017-03-31,2017-05-09,1.51,1.5,2017,2
003980,DIS,2017-06-30,2017-08-08,1.51,1.51,2017,3
003980,DIS,2017-09-30,2017-11-09,1.14,1.13,2017,4
003980,DIS,2017-12-31,2018-02-06,2.93,2.91,2018,1
003980,DIS,2018-03-31,2018-05-08,1.95,1.95,2018,2
003980,DIS,2018-06-30,2018-08-07,1.96,1.95,2018,3
003980,DIS,2018-09-30,2018-11-08,1.56,1.55,2018,4
003980,DIS,2018-12-31,2019-02-05,1.87,1.86,2019,1
003980,DIS,2019-03-31,2019-05-08,3.55,3.55,2019,2
003980,DIS,2019-06-30,2019-08-06,0.79,0.97,2019,3
003980,DIS,2019-09-30,2019-11-07,0.44,0.58,2019,4
003980,DIS,2019-12-31,2020-02-04,1.18,1.16,2020,1
003980,DIS,2020-03-31,2020-05-05,0.26,0.25,2020,2
003980,DIS,2020-06-30,2020-08-04,-2.61,-2.61,2020,3
003980,DIS,2020-09-30,2020-11-12,-0.39,-0.39,2020,4
003980,DIS,2020-12-31,2021-02-11,0.02,0.01,2021,1
003980,DIS,2021-03-31,2021-05-13,0.5,0.49,2021,2
003980,DIS,2021-06-30,2021-08-12,0.51,0.5,2021,3
003980,DIS,2021-09-30,2021-11-10,0.09,0.09,2021,4
003980,DIS,2021-12-31,2022-02-09,0.63,0.6,2022,1
003980,DIS,2022-03-31,2022-05-11,0.26,0.26,2022,2
003980,DIS,2022-06-30,2022-08-10,0.77,0.77,2022,3
003980,DIS,2022-09-30,2022-11-08,0.09,0.09,2022,4
003980,DIS,2022-12-31,2023-02-08,0.7,0.7,2023,1
003980,DIS,2023-03-31,2023-05-10,0.7,0.69,2023,2
003980,DIS,2023-06-30,2023-08-09,-0.25,-0.25,2023,3
003980,DIS,2023-09-30,2023-11-08,0.14,0.14,2023,4
003980,DIS,2023-12-31,2024-02-07,1.04,1.04,2024,1
003980,DIS,2024-03-31,2024-05-07,-0.01,-0.01,2024,2
003980,DIS,2024-06-30,2024-08-07,1.44,1.43,2024,3
003980,DIS,2024-09-30,2024-11-14,0.25,0.25,2024,4
003980,DIS,2024-12-31,2025-02-05,1.41,1.4,2025,1
003980,DIS,2025-03-31,2025-05-07,1.81,1.81,2025,2
003980,DIS,2025-06-30,2025-08-06,2.92,2.92,2025,3
003980,DIS,2025-09-30,2025-11-13,0.73,0.73,2025,4
003980,DIS,2025-12-31,2026-02-02,1.34,1.34,2026,1
005047,GE,2014-03-31,2014-04-17,0.23,0.3,2014,1
005047,GE,2014-06-30,2014-07-18,0.29,0.35,2014,2
005047,GE,2014-09-30,2014-10-17,0.08,0.35,2014,3
005047,GE,2014-12-31,2015-01-23,0.36,0.51,2014,4
005047,GE,2015-03-31,2015-04-17,-0.45,-1.35,2015,1
005047,GE,2015-06-30,2015-07-17,0.17,-0.13,2015,2
005047,GE,2015-09-30,2015-10-16,0.19,0.25,2015,3
005047,GE,2015-12-31,2016-01-22,0.26,0.64,2015,4
005047,GE,2016-03-31,2016-04-22,0.03,-0.01,2016,1
005047,GE,2016-06-30,2016-07-22,0.36,0.3,2016,2
005047,GE,2016-09-30,2016-10-21,0.24,0.22,2016,3
005047,GE,2016-12-31,2017-01-20,0.4,0.39,2016,4
005047,GE,2017-03-31,2017-04-21,0.01,-0.01,2017,1
005047,GE,2017-06-30,2017-07-21,0.12,0.1,2017,2
005047,GE,2017-09-30,2017-10-20,0.16,0.15,2017,3
005047,GE,2017-12-31,2018-01-24,-1.29,-1.27,2017,4
005047,GE,2018-03-31,2018-04-20,0.03,-0.14,2018,1
005047,GE,2018-06-30,2018-07-20,0.1,0.07,2018,2
005047,GE,2018-09-30,2018-10-30,-2.64,-2.62,2018,3
005047,GE,2018-12-31,2019-01-31,0.06,0.07,2018,4
005047,GE,2019-03-31,2019-04-30,0.1,0.4,2019,1
005047,GE,2019-06-30,2019-07-31,-0.03,-0.01,2019,2
005047,GE,2019-09-30,2019-10-30,-0.15,-1.08,2019,3
005047,GE,2019-12-31,2020-01-29,0.08,0.06,2019,4
005047,GE,2020-03-31,2020-04-29,0.7,0.7,2020,1
005047,GE,2020-06-30,2020-07-29,-0.15,-0.26,2020,2
005047,GE,2020-09-30,2020-10-28,-0.13,-0.14,2020,3
005047,GE,2020-12-31,2021-01-26,0.24,0.26,2020,4
005047,GE,2021-03-31,2021-04-27,0.0,-0.33,2021,1
005047,GE,2021-06-30,2021-07-27,-0.07,-0.14,2021,2
005047,GE,2021-09-30,2021-10-26,0.54,1.08,2021,3
005047,GE,2021-12-31,2022-01-25,-3.24,-3.55,2021,4
005047,GE,2022-03-31,2022-04-26,-1.16,-1.08,2022,1
005047,GE,2022-06-30,2022-07-26,-1.12,-0.86,2022,2
005047,GE,2022-09-30,2022-10-25,-0.29,0.08,2022,3
005047,GE,2022-12-31,2023-01-24,1.55,1.9,2022,4
005047,GE,2023-03-31,2023-04-25,6.02,6.71,2023,1
005047,GE,2023-06-30,2023-07-25,1.1,-0.02,2023,2
005047,GE,2023-09-30,2023-10-24,0.2,0.24,2023,3
005047,GE,2023-12-31,2024-01-23,1.09,1.44,2023,4
005047,GE,2024-03-31,2024-04-23,1.59,1.4,2024,1
005047,GE,2024-06-30,2024-07-23,1.21,1.15,2024,2
005047,GE,2024-09-30,2024-10-22,1.57,1.7,2024,3
005047,GE,2024-12-31,2025-01-23,1.77,1.75,2024,4
005047,GE,2025-03-31,2025-04-22,1.84,1.83,2025,1
005047,GE,2025-06-30,2025-07-17,1.89,1.89,2025,2
005047,GE,2025-09-30,2025-10-21,2.06,2.02,2025,3
005047,GE,2025-12-31,2026-01-22,2.33,2.4,2025,4
160329,GOOGL,2014-03-31,2014-04-16,10.61,9.84,2014,1
160329,GOOGL,2014-06-30,2014-07-17,5.06,4.88,2014,2
160329,GOOGL,2014-09-30,2014-10-16,4.32,3.98,2014,3
160329,GOOGL,2014-12-31,2015-01-29,5.46,6.79,2014,4
160329,GOOGL,2015-03-31,2015-04-23,5.16,5.1,2015,1
160329,GOOGL,2015-06-30,2015-07-16,4.99,4.93,2015,2
160329,GOOGL,2015-09-30,2015-10-22,5.8,5.73,2015,3
160329,GOOGL,2015-12-31,2016-02-01,7.16,7.06,2015,4
160329,GOOGL,2016-03-31,2016-04-21,6.12,6.02,2016,1
160329,GOOGL,2016-06-30,2016-07-28,7.11,7.0,2016,2
160329,GOOGL,2016-09-30,2016-10-27,7.36,7.25,2016,3
160329,GOOGL,2016-12-31,2017-01-26,7.73,7.56,2016,4
160329,GOOGL,2017-03-31,2017-04-27,7.85,7.73,2017,1
160329,GOOGL,2017-06-30,2017-07-24,5.09,5.01,2017,2
160329,GOOGL,2017-09-30,2017-10-26,9.71,9.57,2017,3
160329,GOOGL,2017-12-31,2018-02-01,-4.35,-4.35,2017,4
160329,GOOGL,2018-03-31,2018-04-23,13.53,13.33,2018,1
160329,GOOGL,2018-06-30,2018-07-23,4.6,4.54,2018,2
160329,GOOGL,2018-09-30,2018-10-25,13.21,13.06,2018,3
160329,GOOGL,2018-12-31,2019-02-04,12.87,12.77,2018,4
160329,GOOGL,2019-03-31,2019-04-29,9.58,9.5,2019,1
160329,GOOGL,2019-06-30,2019-07-25,14.33,14.21,2019,2
160329,GOOGL,2019-09-30,2019-10-28,10.2,10.12,2019,3
160329,GOOGL,2019-12-31,2020-02-03,15.49,15.35,2019,4
160329,GOOGL,2020-03-31,2020-04-28,9.96,9.87,2020,1
160329,GOOGL,2020-06-30,2020-07-30,10.21,10.13,2020,2
160329,GOOGL,2020-09-30,2020-10-29,16.55,16.4,2020,3
160329,GOOGL,2020-12-31,2021-02-02,22.54,22.3,2020,4
160329,GOOGL,2021-03-31,2021-04-27,26.63,26.29,2021,1
160329,GOOGL,2021-06-30,2021-07-27,27.69,27.26,2021,2
160329,GOOGL,2021-09-30,2021-10-26,28.44,27.99,2021,3
160329,GOOGL,2021-12-31,2022-02-01,31.15,30.69,2021,4
160329,GOOGL,2022-03-31,2022-04-26,24.9,24.62,2022,1
160329,GOOGL,2022-06-30,2022-07-26,24.4,24.2,2022,2
160329,GOOGL,2022-09-30,2022-10-25,1.07,1.06,2022,3
160329,GOOGL,2022-12-31,2023-02-02,1.06,1.05,2022,4
160329,GOOGL,2023-03-31,2023-04-25,1.18,1.17,2023,1
160329,GOOGL,2023-06-30,2023-07-25,1.45,1.44,2023,2
160329,GOOGL,2023-09-30,2023-10-24,1.56,1.55,2023,3
160329,GOOGL,2023-12-31,2024-01-30,1.66,1.64,2023,4
160329,GOOGL,2024-03-31,2024-04-25,1.91,1.89,2024,1
160329,GOOGL,2024-06-30,2024-07-23,1.91,1.89,2024,2
160329,GOOGL,2024-09-30,2024-10-29,2.14,2.12,2024,3
160329,GOOGL,2024-12-31,2025-02-04,2.17,2.15,2024,4
160329,GOOGL,2025-03-31,2025-04-24,2.84,2.81,2025,1
160329,GOOGL,2025-06-30,2025-07-23,2.33,2.31,2025,2
160329,GOOGL,2025-09-30,2025-10-29,2.89,2.87,2025,3
160329,GOOGL,2025-12-31,2026-02-04,2.85,2.82,2025,4
114628,GS,2014-03-31,2014-04-17,4.15,4.02,2014,1
114628,GS,2014-06-30,2014-07-15,4.21,4.1,2014,2
114628,GS,2014-09-30,2014-10-16,4.69,4.57,2014,3
114628,GS,2014-12-31,2015-01-16,4.5,4.38,2014,4
114628,GS,2015-03-31,2015-04-16,6.05,5.94,2015,1
114628,GS,2015-06-30,2015-07-16,2.01,1.98,2015,2
114628,GS,2015-09-30,2015-10-15,2.95,2.9,2015,3
114628,GS,2015-12-31,2016-01-20,1.28,1.27,2015,4
114628,GS,2016-03-31,2016-04-19,2.71,2.68,2016,1
114628,GS,2016-06-30,2016-07-19,3.77,3.72,2016,2
114628,GS,2016-09-30,2016-10-18,4.96,4.88,2016,3
114628,GS,2016-12-31,2017-01-18,5.17,5.08,2016,4
114628,GS,2017-03-31,2017-04-18,5.23,5.15,2017,1
114628,GS,2017-06-30,2017-07-18,4.0,3.95,2017,2
114628,GS,2017-09-30,2017-10-17,5.09,5.02,2017,3
114628,GS,2017-12-31,2018-01-17,-5.51,-5.51,2017,4
114628,GS,2018-03-31,2018-04-17,7.02,6.95,2018,1
114628,GS,2018-06-30,2018-07-17,6.04,5.98,2018,2
114628,GS,2018-09-30,2018-10-16,6.35,6.28,2018,3
114628,GS,2018-12-31,2019-01-16,6.11,6.04,2018,4
114628,GS,2019-03-31,2019-04-15,5.73,5.71,2019,1
114628,GS,2019-06-30,2019-07-16,5.86,5.81,2019,2
114628,GS,2019-09-30,2019-10-15,4.83,4.79,2019,3
114628,GS,2019-12-31,2020-01-15,4.74,4.69,2019,4
114628,GS,2020-03-31,2020-04-15,3.12,3.11,2020,1
114628,GS,2020-06-30,2020-07-15,0.53,0.53,2020,2
114628,GS,2020-09-30,2020-10-14,9.07,8.98,2020,3
114628,GS,2020-12-31,2021-01-19,12.23,12.08,2020,4
114628,GS,2021-03-31,2021-04-14,18.8,18.6,2021,1
114628,GS,2021-06-30,2021-07-13,15.22,15.02,2021,2
114628,GS,2021-09-30,2021-10-15,15.14,14.93,2021,3
114628,GS,2021-12-31,2022-01-18,10.96,10.81,2021,4
114628,GS,2022-03-31,2022-04-14,10.87,10.76,2022,1
114628,GS,2022-06-30,2022-07-18,7.81,7.73,2022,2
114628,GS,2022-09-30,2022-10-18,8.35,8.25,2022,3
114628,GS,2022-12-31,2023-01-17,3.35,3.32,2022,4
114628,GS,2023-03-31,2023-04-18,8.87,8.79,2023,1
114628,GS,2023-06-30,2023-07-19,3.09,3.08,2023,2
114628,GS,2023-09-30,2023-10-17,5.52,5.47,2023,3
114628,GS,2023-12-31,2024-01-16,5.52,5.48,2023,4
114628,GS,2024-03-31,2024-04-15,11.67,11.58,2024,1
114628,GS,2024-06-30,2024-07-15,8.73,8.62,2024,2
114628,GS,2024-09-30,2024-10-15,8.52,8.4,2024,3
114628,GS,2024-12-31,2025-01-15,12.13,11.95,2024,4
114628,GS,2025-03-31,2025-04-14,14.25,14.12,2025,1
114628,GS,2025-06-30,2025-07-16,11.03,10.91,2025,2
114628,GS,2025-09-30,2025-10-14,12.42,12.25,2025,3
114628,GS,2025-12-31,2026-01-15,14.21,14.01,2025,4
005680,HD,2014-01-31,2014-02-25,0.73,0.73,2013,4
005680,HD,2014-04-30,2014-05-20,1.01,1.0,2014,1
005680,HD,2014-07-31,2014-08-19,1.52,1.52,2014,2
005680,HD,2014-10-31,2014-11-18,1.16,1.15,2014,3
005680,HD,2015-01-31,2015-02-24,1.06,1.05,2014,4
005680,HD,2015-04-30,2015-05-19,1.22,1.21,2015,1
005680,HD,2015-07-31,2015-08-18,1.74,1.73,2015,2
005680,HD,2015-10-31,2015-11-17,1.36,1.35,2015,3
005680,HD,2016-01-31,2016-02-23,1.17,1.17,2015,4
005680,HD,2016-04-30,2016-05-17,1.45,1.44,2016,1
005680,HD,2016-07-31,2016-08-16,1.98,1.97,2016,2
005680,HD,2016-10-31,2016-11-15,1.61,1.6,2016,3
005680,HD,2017-01-31,2017-02-21,1.45,1.44,2016,4
005680,HD,2017-04-30,2017-05-16,1.68,1.67,2017,1
005680,HD,2017-07-31,2017-08-15,2.26,2.25,2017,2
005680,HD,2017-10-31,2017-11-14,1.85,1.84,2017,3
005680,HD,2018-01-31,2018-02-20,1.53,1.52,2017,4
005680,HD,2018-04-30,2018-05-15,2.09,2.08,2018,1
005680,HD,2018-07-31,2018-08-14,3.06,3.05,2018,2
005680,HD,2018-10-31,2018-11-13,2.53,2.51,2018,3
005680,HD,2019-01-31,2019-02-26,2.1,2.09,2018,4
005680,HD,2019-04-30,2019-05-21,2.28,2.27,2019,1
005680,HD,2019-07-31,2019-08-20,3.18,3.17,2019,2
005680,HD,2019-10-31,2019-11-19,2.54,2.53,2019,3
005680,HD,2020-01-31,2020-02-25,2.29,2.28,2019,4
005680,HD,2020-04-30,2020-05-19,2.09,2.08,2020,1
005680,HD,2020-07-31,2020-08-18,4.04,4.02,2020,2
005680,HD,2020-10-31,2020-11-17,3.2,3.18,2020,3
005680,HD,2021-01-31,2021-02-23,2.66,2.65,2020,4
005680,HD,2021-04-30,2021-05-18,3.87,3.86,2021,1
005680,HD,2021-07-31,2021-08-17,4.54,4.53,2021,2
005680,HD,2021-10-31,2021-11-16,3.94,3.92,2021,3
005680,HD,2022-01-31,2022-02-22,3.23,3.21,2021,4
005680,HD,2022-04-30,2022-05-17,4.11,4.09,2022,1
005680,HD,2022-07-31,2022-08-16,5.06,5.05,2022,2
005680,HD,2022-10-31,2022-11-15,4.25,4.24,2022,3
005680,HD,2023-01-31,2023-02-21,3.31,3.3,2022,4
005680,HD,2023-04-30,2023-05-16,3.83,3.82,2023,1
005680,HD,2023-07-31,2023-08-15,4.66,4.65,2023,2
005680,HD,2023-10-31,2023-11-14,3.83,3.81,2023,3
005680,HD,2024-01-31,2024-02-20,2.83,2.82,2023,4
005680,HD,2024-04-30,2024-05-14,3.64,3.63,2024,1
005680,HD,2024-07-31,2024-08-13,4.61,4.6,2024,2
005680,HD,2024-10-31,2024-11-12,3.68,3.67,2024,3
005680,HD,2025-01-31,2025-02-25,3.02,3.02,2024,4
005680,HD,2025-04-30,2025-05-20,3.46,3.45,2025,1
005680,HD,2025-07-31,2025-08-19,4.59,4.58,2025,2
005680,HD,2025-10-31,2025-11-18,3.63,3.62,2025,3
005680,HD,2026-01-31,2026-02-24,2.59,2.58,2025,4
001300,HON,2014-03-31,2014-04-17,1.3,1.28,2014,1
001300,HON,2014-06-30,2014-07-18,1.4,1.38,2014,2
001300,HON,2014-09-30,2014-10-17,1.49,1.47,2014,3
001300,HON,2014-12-31,2015-01-23,1.22,1.2,2014,4
001300,HON,2015-03-31,2015-04-17,1.42,1.41,2015,1
001300,HON,2015-06-30,2015-07-17,1.52,1.51,2015,2
001300,HON,2015-09-30,2015-10-16,1.62,1.6,2015,3
001300,HON,2015-12-31,2016-01-29,1.55,1.53,2015,4
001300,HON,2016-03-31,2016-04-22,1.58,1.56,2016,1
001300,HON,2016-06-30,2016-07-22,1.73,1.71,2016,2
001300,HON,2016-09-30,2016-10-21,1.62,1.6,2016,3
001300,HON,2016-12-31,2017-01-27,1.36,1.34,2016,4
001300,HON,2017-03-31,2017-04-21,1.74,1.71,2017,1
001300,HON,2017-06-30,2017-07-21,1.82,1.8,2017,2
001300,HON,2017-09-30,2017-10-20,1.76,1.74,2017,3
001300,HON,2017-12-31,2018-01-26,-3.32,-3.32,2017,4
001300,HON,2018-03-31,2018-04-20,1.92,1.89,2018,1
001300,HON,2018-06-30,2018-07-20,1.7,1.68,2018,2
001300,HON,2018-09-30,2018-10-19,3.15,3.11,2018,3
001300,HON,2018-12-31,2019-02-01,2.34,2.31,2018,4
001300,HON,2019-03-31,2019-04-18,1.94,1.92,2019,1
001300,HON,2019-06-30,2019-07-18,2.13,2.1,2019,2
001300,HON,2019-09-30,2019-10-17,2.26,2.23,2019,3
001300,HON,2019-12-31,2020-01-31,2.19,2.16,2019,4
001300,HON,2020-03-31,2020-05-01,2.23,2.21,2020,1
001300,HON,2020-06-30,2020-07-24,1.54,1.53,2020,2
001300,HON,2020-09-30,2020-10-30,1.08,1.07,2020,3
001300,HON,2020-12-31,2021-01-29,1.94,1.91,2020,4
001300,HON,2021-03-31,2021-04-23,2.05,2.03,2021,1
001300,HON,2021-06-30,2021-07-23,2.06,2.04,2021,2
001300,HON,2021-09-30,2021-10-22,1.82,1.8,2021,3
001300,HON,2021-12-31,2022-02-03,2.07,2.05,2021,4
001300,HON,2022-03-31,2022-04-29,1.66,1.64,2022,1
001300,HON,2022-06-30,2022-07-28,1.86,1.84,2022,2
001300,HON,2022-09-30,2022-10-27,2.3,2.28,2022,3
001300,HON,2022-12-31,2023-02-02,1.52,1.51,2022,4
001300,HON,2023-03-31,2023-04-27,2.09,2.07,2023,1
001300,HON,2023-06-30,2023-07-27,2.24,2.22,2023,2
001300,HON,2023-09-30,2023-10-26,2.29,2.27,2023,3
001300,HON,2023-12-31,2024-02-01,1.92,1.91,2023,4
